id,total_credit,gender,education,married_status,age,repay_sep,repay_aug,repay_jul,repay_jun,repay_may,repay_apr,bill_sep,bill_aug,bill_jul,bill_jun,bill_may,bill_apr,payment_sep,payment_aug,payment_jul,payment_jun,payment_may,payment_apr,payment_default
USER_5232,50000.0,male,graduate school,single,25.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,18595.0,18326.0,18814.0,19189.0,19233.0,19108.0,1310.0,1297.0,672.0,837.0,836.0,836.0,0
USER_17454,320000.0,female,graduate school,married,36.0,Paid in full,payment delay for 2 months,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,7868.0,6728.0,13355.0,16876.0,20443.0,24101.0,0.0,8000.0,5000.0,5000.0,5000.0,11906.0,0
USER_29830,100000.0,male,university,single,32.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,85366.0,87064.0,89401.0,90470.0,44610.0,45806.0,3114.0,3738.0,3059.0,1450.0,1765.0,1473.0,1
USER_7784,150000.0,female,university,single,26.0,No consumption,No consumption,No consumption,No consumption,No consumption,No consumption,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
USER_12186,150000.0,female,graduate school,single,27.0,Paid in full,Paid in full,Paid in full,Paid in full,Paid in full,Paid in full,5561.0,4141.0,7714.0,9772.0,13539.0,5819.0,4141.0,7725.0,9772.0,13539.0,5819.0,4302.0,0
USER_25984,360000.0,female,high school,married,40.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,44518.0,46285.0,37917.0,36502.0,31715.0,4857.0,8061.0,5043.0,8160.0,10069.0,2023.0,8669.0,0
USER_18113,100000.0,male,graduate school,single,32.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,81210.0,78785.0,69138.0,69604.0,69448.0,69744.0,3019.0,2600.0,3100.0,3000.0,3000.0,3000.0,0
USER_21000,50000.0,male,high school,married,40.0,Paid in full,Paid in full,Paid in full,Paid in full,Paid in full,Paid in full,1261.0,2522.0,170.0,1261.0,390.0,390.0,2522.0,170.0,1261.0,390.0,390.0,390.0,1
USER_17667,210000.0,female,university,single,41.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,227271.0,211597.0,99865.0,77754.0,49529.0,30683.0,9000.0,4000.0,3018.0,2000.0,3000.0,3000.0,0
USER_16816,40000.0,male,university,single,33.0,Use of revolving credit,Use of revolving credit,No consumption,No consumption,No consumption,No consumption,23330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
USER_15217,80000.0,female,university,single,44.0,Use of revolving credit,Paid in full,Paid in full,No consumption,No consumption,No consumption,7491.0,2900.0,0.0,0.0,0.0,0.0,2900.0,0.0,0.0,0.0,0.0,0.0,0
USER_14470,190000.0,female,university,single,35.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,158360.0,113702.0,95214.0,95713.0,97079.0,97659.0,4800.0,4300.0,3600.0,3700.0,4000.0,3600.0,1
USER_29869,320000.0,male,graduate school,single,30.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,95526.0,97737.0,101151.0,104203.0,108867.0,40411.0,5000.0,5000.0,5000.0,5364.0,5010.0,5013.0,0
USER_15689,280000.0,male,university,single,30.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,31272.0,40688.0,139417.0,144087.0,147694.0,155284.0,10000.0,100000.0,7000.0,6000.0,10000.0,8000.0,1
USER_15603,60000.0,female,university,single,24.0,payment delay for 1 month,Paid in full,payment delay for 3 months,payment delay for 2 months,Use of revolving credit,Paid in full,0.0,948.0,948.0,632.0,316.0,316.0,948.0,0.0,0.0,0.0,316.0,782.0,0
USER_28009,240000.0,female,graduate school,others,29.0,payment delay for 1 month,No consumption,No consumption,No consumption,No consumption,No consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
USER_16965,200000.0,male,graduate school,married,53.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,66012.0,68099.0,70387.0,71929.0,58133.0,40500.0,2500.0,2700.0,2242.0,2093.0,1300.0,0.0,0
USER_26864,80000.0,male,high school,married,47.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,70062.0,19669.0,20696.0,21709.0,22348.0,22988.0,1321.0,1348.0,1361.0,1000.0,1000.0,2000.0,0
USER_3844,50000.0,female,university,single,33.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,12498.0,16264.0,17918.0,16072.0,17041.0,19028.0,4000.0,2000.0,1000.0,2000.0,2396.0,1000.0,1
USER_24784,350000.0,male,high school,single,36.0,Paid in full,Paid in full,Paid in full,Paid in full,Paid in full,Paid in full,9189.0,6080.0,12622.0,18103.0,13547.0,38868.0,6088.0,12635.0,18119.0,13547.0,38868.0,4650.0,1
USER_8506,80000.0,female,university,married,32.0,payment delay for 1 month,payment delay for 2 months,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,73181.0,71452.0,72651.0,74266.0,75892.0,75816.0,0.0,3000.0,2800.0,2800.0,2700.0,2800.0,1
USER_20386,30000.0,male,high school,single,23.0,payment delay for 1 month,payment delay for 2 months,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,30391.0,29144.0,30419.0,30097.0,25887.0,25707.0,0.0,2033.0,1420.0,0.0,92.0,0.0,1
USER_12062,500000.0,male,graduate school,married,36.0,Paid in full,Paid in full,Paid in full,Use of revolving credit,Use of revolving credit,Use of revolving credit,396.0,1043.0,19230.0,116696.0,194483.0,195454.0,1043.0,19230.0,100062.0,94503.0,10000.0,40000.0,0
USER_18811,70000.0,female,graduate school,single,27.0,Paid in full,payment delay for 2 months,Paid in full,Paid in full,Paid in full,Paid in full,6851.0,2720.0,4885.0,11889.0,0.0,4280.0,0.0,4885.0,11889.0,0.0,4280.0,20600.0,1
USER_20671,70000.0,male,graduate school,single,49.0,payment delay for 1 month,payment delay for 2 months,Use of revolving credit,Use of revolving credit,payment delay for 2 months,payment delay for 2 months,38228.0,37318.0,38061.0,42545.0,43346.0,44105.0,0.0,1649.0,5133.0,1800.0,1600.0,1900.0,1
USER_25031,490000.0,male,university,married,57.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,59056.0,60236.0,62268.0,63264.0,62928.0,66334.0,2153.0,3000.0,2112.0,2124.0,6004.0,3024.0,1
USER_6322,450000.0,female,university,married,38.0,No consumption,No consumption,No consumption,No consumption,No consumption,No consumption,10972.0,15005.0,13887.0,17255.0,17515.0,0.0,15008.0,1200.0,5255.0,4566.0,0.0,3648.0,0
USER_17782,230000.0,female,graduate school,married,66.0,payment delay for 1 month,No consumption,No consumption,No consumption,No consumption,No consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,0
USER_27500,20000.0,male,university,married,59.0,payment delay for 3 months,payment delay for 2 months,payment delay for 3 months,payment delay for 3 months,payment delay for 2 months,payment delay for 2 months,6015.0,7759.0,8486.0,8208.0,7930.0,8650.0,2000.0,1000.0,0.0,0.0,1000.0,0.0,1
USER_8278,30000.0,male,university,single,25.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,26328.0,27470.0,28541.0,28509.0,29265.0,0.0,1868.0,1939.0,907.0,1100.0,0.0,0.0,0
USER_7897,160000.0,male,graduate school,single,41.0,Paid in full,Paid in full,Paid in full,Paid in full,Paid in full,Paid in full,396.0,396.0,396.0,0.0,688.0,396.0,396.0,396.0,0.0,688.0,500.0,0.0,0
USER_22042,90000.0,female,high school,married,25.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,25806.0,16919.0,17566.0,8718.0,6432.0,2655.0,1619.0,1266.0,1048.0,1032.0,1655.0,0.0,0
USER_8683,50000.0,female,university,single,24.0,payment delay for 2 months,payment delay for 2 months,payment delay for 2 months,Use of revolving credit,Use of revolving credit,Use of revolving credit,48283.0,48767.0,35917.0,26946.0,22458.0,23569.0,1700.0,0.0,1036.0,817.0,1486.0,3500.0,1
USER_14517,80000.0,male,university,married,43.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,43749.0,46330.0,43134.0,38010.0,38510.0,38427.0,3356.0,3204.0,2017.0,3515.0,2506.0,2015.0,0
USER_3942,410000.0,female,graduate school,single,34.0,payment delay for 1 month,Paid in full,Paid in full,No consumption,No consumption,Paid in full,0.0,13621.0,0.0,0.0,0.0,666.0,13621.0,0.0,0.0,0.0,666.0,0.0,1
USER_28210,230000.0,female,university,married,36.0,Paid in full,Paid in full,Paid in full,Paid in full,Paid in full,Paid in full,4390.0,1402.0,3665.0,929.0,4167.0,115126.0,1402.0,3665.0,929.0,4167.0,115126.0,5000.0,1
USER_25656,220000.0,female,university,single,30.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,payment delay for 2 months,152514.0,150742.0,142633.0,137337.0,144570.0,140881.0,7149.0,8000.0,5000.0,10800.0,0.0,5600.0,0
USER_1190,180000.0,female,graduate school,single,24.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,169263.0,174532.0,176686.0,165491.0,169222.0,173246.0,8000.0,6700.0,6000.0,6400.0,7000.0,7000.0,0
USER_20476,210000.0,male,graduate school,single,27.0,payment delay for 1 month,Paid in full,Paid in full,Paid in full,Paid in full,Paid in full,0.0,582.0,0.0,582.0,291.0,1027.0,582.0,0.0,582.0,291.0,1027.0,291.0,1
USER_2534,70000.0,female,university,single,23.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,22658.0,31647.0,24487.0,25125.0,26651.0,26125.0,9397.0,1487.0,1039.0,2073.0,1045.0,1231.0,1
USER_6815,110000.0,male,university,single,31.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,61050.0,62663.0,62425.0,59118.0,49449.0,38047.0,2600.0,2100.0,2000.0,2000.0,1500.0,1000.0,0
USER_20593,50000.0,male,university,single,27.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,17831.0,18139.0,18777.0,19662.0,19348.0,19355.0,1295.0,1323.0,1598.0,674.0,690.0,855.0,0
USER_13598,30000.0,male,university,single,25.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,payment delay for 2 months,Use of revolving credit,Use of revolving credit,7298.0,8322.0,9826.0,9519.0,10362.0,11187.0,1147.0,1651.0,0.0,1000.0,1000.0,1000.0,1
USER_9352,260000.0,female,graduate school,single,30.0,Paid in full,Paid in full,Paid in full,No consumption,No consumption,No consumption,449.0,1340.0,0.0,0.0,0.0,0.0,1340.0,0.0,0.0,0.0,0.0,3250.0,1
USER_22598,500000.0,female,university,married,45.0,payment delay for 1 month,Paid in full,Paid in full,Paid in full,No consumption,No consumption,0.0,1376.0,3719.0,-200.0,-200.0,-200.0,1376.0,3723.0,1319.0,0.0,0.0,0.0,1
USER_25032,90000.0,male,university,married,58.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,93737.0,85818.0,88988.0,50780.0,50929.0,48735.0,3600.0,5100.0,2200.0,2200.0,1944.0,2200.0,1
USER_16092,100000.0,female,graduate school,married,40.0,payment delay for 2 months,payment delay for 2 months,Use of revolving credit,Use of revolving credit,payment delay for 2 months,Use of revolving credit,97229.0,94777.0,95634.0,65828.0,61621.0,62756.0,0.0,2924.0,5226.0,0.0,2278.0,2292.0,1
USER_5916,110000.0,female,graduate school,married,41.0,payment delay for 2 months,payment delay for 2 months,payment delay for 7 months,payment delay for 7 months,payment delay for 7 months,payment delay for 7 months,150.0,150.0,150.0,150.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0
USER_21548,20000.0,female,university,single,22.0,payment delay for 1 month,Paid in full,payment delay for 2 months,Paid in full,Use of revolving credit,Use of revolving credit,0.0,6594.0,4840.0,780.0,390.0,0.0,6594.0,0.0,780.0,0.0,0.0,11000.0,1
USER_23833,170000.0,female,high school,single,53.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,161858.0,162402.0,159863.0,159700.0,77043.0,77047.0,5800.0,6500.0,5000.0,3000.0,3000.0,2500.0,1
USER_19232,50000.0,female,university,married,38.0,Paid in full,Paid in full,Paid in full,Paid in full,Paid in full,Paid in full,1121.0,-13.0,2254.0,1338.0,0.0,757.0,0.0,2267.0,1338.0,0.0,757.0,0.0,1
USER_6965,320000.0,female,graduate school,married,41.0,No consumption,No consumption,No consumption,No consumption,No consumption,No consumption,56093.0,0.0,0.0,0.0,12974.0,0.0,0.0,0.0,0.0,12974.0,0.0,5616.0,0
USER_23609,170000.0,female,graduate school,married,44.0,No consumption,No consumption,No consumption,No consumption,No consumption,No consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
USER_8392,320000.0,female,university,married,55.0,No consumption,No consumption,No consumption,No consumption,No consumption,No consumption,11973.0,4076.0,7879.0,5436.0,51529.0,18088.0,4093.0,7917.0,5459.0,51787.0,18178.0,3659.0,0
USER_22337,120000.0,female,graduate school,single,28.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,20578.0,21742.0,23384.0,24268.0,24665.0,21833.0,2000.0,2000.0,1312.0,1009.0,1000.0,1000.0,0
USER_23161,60000.0,female,university,married,31.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,49581.0,35465.0,29732.0,29411.0,28859.0,28309.0,1500.0,1600.0,1394.0,1000.0,1000.0,1500.0,0
USER_3272,160000.0,male,graduate school,married,40.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,27563.0,28350.0,25186.0,36100.0,21707.0,7928.0,5002.0,5000.0,14400.0,10000.0,4000.0,0.0,0
USER_13918,200000.0,female,university,married,40.0,No consumption,No consumption,No consumption,No consumption,No consumption,No consumption,39929.0,32910.0,17965.0,9846.0,13621.0,10466.0,33000.0,18000.0,9900.0,13650.0,10500.0,9900.0,0
USER_27527,30000.0,male,university,others,53.0,payment delay for 1 month,No consumption,Paid in full,payment delay for 2 months,Use of revolving credit,Use of revolving credit,0.0,0.0,4070.0,3825.0,3825.0,0.0,0.0,4070.0,0.0,0.0,0.0,0.0,0
USER_20752,50000.0,male,university,single,40.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,47060.0,48117.0,49161.0,50173.0,18279.0,18266.0,2154.0,2588.0,2600.0,1000.0,653.0,1000.0,1
USER_13269,150000.0,male,university,married,45.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,payment delay for 2 months,64869.0,57318.0,35970.0,26727.0,71112.0,63889.0,3049.0,2049.0,0.0,63889.0,0.0,4000.0,1
USER_12846,90000.0,male,university,married,42.0,payment delay for 2 months,payment delay for 2 months,payment delay for 2 months,payment delay for 2 months,payment delay for 2 months,Use of revolving credit,95773.0,95489.0,94681.0,93965.0,90545.0,90529.0,4000.0,3500.0,3500.0,0.0,3500.0,4200.0,1
USER_26450,200000.0,female,graduate school,married,50.0,Paid in full,Paid in full,Paid in full,Paid in full,Use of revolving credit,Use of revolving credit,2119.0,1662.0,2482.0,19272.0,22388.0,21105.0,1662.0,2482.0,19272.0,10004.0,10000.0,3471.0,0
USER_29343,30000.0,male,university,single,24.0,payment delay for 1 month,payment delay for 2 months,payment delay for 2 months,payment delay for 2 months,payment delay for 2 months,payment delay for 2 months,21788.0,22832.0,23473.0,22798.0,24420.0,23889.0,1700.0,1300.0,0.0,2000.0,0.0,2001.0,0
USER_8616,270000.0,female,university,single,53.0,payment delay for 1 month,payment delay for 1 month,No consumption,No consumption,No consumption,Paid in full,716.0,-1524.0,-3764.0,-4.0,-19205.0,42418.0,2.0,2.0,6002.0,2.0,64446.0,5002.0,0
USER_923,110000.0,male,graduate school,married,40.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,8481.0,13066.0,17638.0,22204.0,26784.0,31352.0,4980.0,5124.0,5256.0,5416.0,5552.0,5742.0,0
USER_10683,480000.0,female,graduate school,single,33.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,118986.0,62137.0,79556.0,97836.0,96299.0,88757.0,30000.0,30276.0,30000.0,30000.0,15000.0,15000.0,1
USER_12134,180000.0,male,graduate school,married,48.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,66092.0,65236.0,65912.0,66523.0,67020.0,67259.0,2370.0,3000.0,3000.0,2588.0,2500.0,3500.0,0
USER_21424,60000.0,female,university,single,35.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Paid in full,Use of revolving credit,Use of revolving credit,42174.0,40510.0,20513.0,22123.0,17094.0,18668.0,3090.0,10709.0,22154.0,1000.0,2000.0,700.0,1
USER_17511,90000.0,female,university,single,36.0,payment delay for 1 month,No consumption,No consumption,No consumption,No consumption,No consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,0
USER_9045,500000.0,female,graduate school,married,36.0,Paid in full,Paid in full,Paid in full,Use of revolving credit,Use of revolving credit,Paid in full,51465.0,24201.0,384973.0,349790.0,315125.0,16576.0,24201.0,384986.0,7017.0,6342.0,16576.0,43710.0,0
USER_16662,150000.0,male,graduate school,married,46.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,150838.0,152696.0,136915.0,139449.0,140851.0,142160.0,6000.0,5000.0,7000.0,5165.0,5500.0,6000.0,0
USER_16382,50000.0,female,university,single,40.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,50531.0,50446.0,48763.0,35038.0,27839.0,27872.0,2504.0,1815.0,2389.0,3003.0,2800.0,2504.0,1
USER_12328,200000.0,female,university,married,46.0,payment delay for 1 month,No consumption,No consumption,No consumption,No consumption,No consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
USER_20540,300000.0,male,graduate school,single,28.0,payment delay for 1 month,No consumption,No consumption,No consumption,No consumption,No consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
USER_259,100000.0,female,high school,married,43.0,Use of revolving credit,Use of revolving credit,No consumption,No consumption,No consumption,No consumption,62170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
USER_21549,30000.0,female,university,single,22.0,payment delay for 2 months,payment delay for 2 months,payment delay for 2 months,payment delay for 2 months,payment delay for 2 months,payment delay for 2 months,24874.0,26163.0,26449.0,27915.0,27170.0,29071.0,2000.0,1000.0,2201.0,0.0,2500.0,1001.0,1
USER_28014,160000.0,female,university,single,28.0,No consumption,No consumption,No consumption,No consumption,No consumption,No consumption,2191.0,645.0,2102.0,5477.0,2258.0,1849.0,645.0,2118.0,5477.0,2276.0,1851.0,5543.0,0
USER_6390,10000.0,male,high school,single,40.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,No consumption,8286.0,9395.0,10000.0,10000.0,0.0,0.0,1400.0,1000.0,0.0,0.0,0.0,0.0,0
USER_12550,70000.0,male,graduate school,single,26.0,payment delay for 1 month,No consumption,No consumption,No consumption,No consumption,No consumption,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0
USER_18946,160000.0,female,graduate school,single,31.0,Paid in full,Paid in full,No consumption,Paid in full,Use of revolving credit,Use of revolving credit,214.0,-175.0,-175.0,3392.0,3567.0,0.0,0.0,0.0,3567.0,175.0,0.0,0.0,0
USER_9842,340000.0,male,graduate school,married,41.0,Paid in full,Paid in full,Paid in full,Paid in full,Paid in full,Paid in full,624.0,2431.0,595.0,1193.0,25235.0,5868.0,2431.0,595.0,1193.0,25235.0,5868.0,2387.0,1
USER_18009,90000.0,male,university,married,41.0,payment delay for 1 month,payment delay for 2 months,Use of revolving credit,Use of revolving credit,Use of revolving credit,payment delay for 2 months,86699.0,84423.0,86173.0,87942.0,92756.0,91146.0,0.0,4008.0,4100.0,7200.0,0.0,3271.0,1
USER_24456,20000.0,male,high school,single,32.0,payment delay for 1 month,payment delay for 2 months,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,20450.0,17861.0,18967.0,19633.0,18187.0,18568.0,0.0,1700.0,1300.0,651.0,674.0,756.0,0
USER_242,50000.0,male,graduate school,single,39.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,47174.0,47974.0,48630.0,50803.0,30789.0,15874.0,1800.0,2000.0,3000.0,2000.0,2000.0,2000.0,1
USER_12098,210000.0,female,university,married,32.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,132082.0,131015.0,133815.0,134585.0,127282.0,125338.0,6500.0,6500.0,4400.0,5000.0,7000.0,6000.0,0
USER_18818,300000.0,female,university,single,30.0,payment delay for 1 month,Paid in full,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,1943.0,105509.0,97979.0,94349.0,88213.0,78746.0,107000.0,5006.0,4500.0,3000.0,3000.0,3000.0,0
USER_3474,520000.0,female,graduate school,single,35.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,60912.0,56728.0,55758.0,57911.0,54152.0,43108.0,7000.0,5000.0,5004.0,5000.0,5000.0,5031.0,0
USER_22339,120000.0,female,university,married,25.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,70282.0,71463.0,60364.0,70420.0,62549.0,47683.0,4000.0,3000.0,11299.0,1943.0,2000.0,1684.0,0
USER_3827,230000.0,male,high school,married,38.0,No consumption,No consumption,Paid in full,Paid in full,Use of revolving credit,Use of revolving credit,6901.0,0.0,188.0,6498.0,44938.0,56015.0,0.0,188.0,6498.0,40000.0,12000.0,2500.0,0
USER_11463,10000.0,female,university,single,22.0,payment delay for 1 month,payment delay for 2 months,Use of revolving credit,Use of revolving credit,Use of revolving credit,No consumption,7194.0,6934.0,8786.0,8014.0,0.0,0.0,0.0,2000.0,430.0,0.0,0.0,0.0,0
USER_3055,350000.0,male,graduate school,married,60.0,payment delay for 1 month,Paid in full,Paid in full,Paid in full,No consumption,Paid in full,0.0,1150.0,4576.0,0.0,0.0,1206.0,1150.0,4576.0,0.0,0.0,1206.0,0.0,1
USER_28674,190000.0,female,university,single,27.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,125739.0,126184.0,127189.0,122034.0,124837.0,128442.0,6000.0,6000.0,4000.0,5000.0,5000.0,7000.0,1
USER_7942,20000.0,female,university,married,36.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,9845.0,5419.0,6098.0,6840.0,8560.0,13410.0,3000.0,2000.0,1000.0,2000.0,5000.0,0.0,0
USER_6260,80000.0,male,university,single,32.0,payment delay for 1 month,payment delay for 2 months,Use of revolving credit,Use of revolving credit,Use of revolving credit,No consumption,82212.0,79682.0,28242.0,21400.0,0.0,0.0,7.0,1200.0,1408.0,0.0,0.0,0.0,1
USER_3441,350000.0,female,university,single,27.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,16022.0,17059.0,17772.0,18127.0,18536.0,19224.0,1600.0,1300.0,650.0,700.0,1000.0,750.0,0
USER_17367,30000.0,female,university,married,35.0,payment delay for 1 month,Paid in full,Use of revolving credit,Use of revolving credit,payment delay for 2 months,Use of revolving credit,0.0,741.0,1775.0,3040.0,2843.0,3052.0,741.0,1034.0,1299.0,0.0,255.0,106.0,0
USER_28817,280000.0,female,university,married,36.0,No consumption,No consumption,No consumption,No consumption,No consumption,No consumption,2874.0,2874.0,2874.0,2874.0,2874.0,2854.0,2888.0,2888.0,2888.0,2888.0,2868.0,7029.0,1
USER_5742,470000.0,male,university,single,34.0,No consumption,No consumption,No consumption,Paid in full,Paid in full,Use of revolving credit,23747.0,23305.0,0.0,1632.0,141186.0,143916.0,1116.0,0.0,1632.0,141190.0,6000.0,7004.0,0
USER_22785,90000.0,female,high school,married,46.0,No consumption,No consumption,No consumption,No consumption,No consumption,No consumption,316.0,10758.0,10613.0,316.0,316.0,316.0,10758.0,10613.0,316.0,316.0,316.0,316.0,0
USER_6793,30000.0,male,university,married,40.0,payment delay for 2 months,payment delay for 2 months,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,38001.0,34416.0,32515.0,28499.0,29133.0,29988.0,0.0,1634.0,796.0,865.0,1143.0,0.0,0
USER_2955,50000.0,male,university,single,24.0,Use of revolving credit,Use of revolving credit,No consumption,No consumption,No consumption,No consumption,34500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
USER_10433,500000.0,male,graduate school,single,49.0,No consumption,No consumption,No consumption,No consumption,No consumption,No consumption,478030.0,419644.0,309019.0,292878.0,152025.0,110034.0,205.0,10500.0,9692.0,4823.0,3986.0,1188.0,1
USER_5369,100000.0,female,university,married,44.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,payment delay for 2 months,39000.0,40123.0,41217.0,42193.0,44722.0,44024.0,1900.0,1900.0,1800.0,3200.0,0.0,2000.0,0
USER_20728,30000.0,male,university,married,36.0,Use of revolving credit,Use of revolving credit,payment delay for 4 months,payment delay for 3 months,payment delay for 2 months,payment delay for 2 months,22261.0,28083.0,27371.0,26645.0,25919.0,27535.0,6200.0,0.0,0.0,0.0,2038.0,1268.0,0
USER_21609,130000.0,female,graduate school,single,24.0,Paid in full,Paid in full,Paid in full,No consumption,No consumption,Paid in full,7353.0,3700.0,0.0,0.0,0.0,297.0,3727.0,0.0,0.0,0.0,297.0,0.0,1
USER_14158,20000.0,male,university,single,27.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,15526.0,33140.0,17589.0,18945.0,36552.0,18797.0,1300.0,1300.0,1650.0,850.0,1500.0,700.0,0
USER_7089,190000.0,female,university,married,55.0,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,Use of revolving credit,104344.0,106814.0,104047.0,88269.0,90264.0,88823.0,6003.0,5009.0,5750.0,3500.0,3500.0,3200.0,0
